Tweet,User - Location,User - Followers,Classificacao,Sentimento,Tweet_Ingles,Class_TextBlob
código de rastreio não sei se é o suficiente por favor me ajudem eu fiz isso confiando nele e to sem teclado até hoje da uma força por favor,,21,Negativo,0,tracking code I don&#39;t know if it is enough please help me I did it trusting him and without a keyboard to this day please help me,Neutro
com meus 14 anos ela tinha dívidas para pagar e com os 15 novamente o dinheiro não caiu na conta e além de eu não conseguir meu computador que eu estava esperando a 3 anos tbm vou passar fome muito obrigado,,12,Negativo,0,with my 14 years old she had debts to pay and when she was 15 again the money didn’t fall into the account and besides I didn’t get my computer I was waiting for 3 years too I’m going to go hungry thank you,Positivo
começando o ano cansado da,Juiz de Fora,108,Neutro,2,starting the year tired of,Negativo
como anda a situação deste cidadão com o fisco brasileiro,"São Paulo, Brasil",11040,Neutro,2,how is the situation of this citizen with the Brazilian tax authorities,Neutro
como anda a situação deste cidadão com o fisco brasileiro,"São Paulo, Brasil",11049,Neutro,2,how is the situation of this citizen with the Brazilian tax authorities,Neutro
como anda a situação deste cidadão com o fisco brasileiro,"São Paulo, Brasil",11052,Neutro,2,how is the situation of this citizen with the Brazilian tax authorities,Neutro
como foi a permissão dessa entrada no país precisa denuncia junto a e por crime de contrabando ou algo parecido,SOROCABA/SP/BRASIL,634,Neutro,2,how was the permission to enter the country need to report it to and for the crime of smuggling or something like that,Neutro
conforme a desde 1999 a recebeu mais de 20 bilhões de reais em incentivos fiscais ah se essa grana fosse dada aos pequenos,Sul da América do Sul,13,Negativo,0,since 1999 it received more than 20 billion reais in tax incentives ah if that money was given to small,Positivo
contadores não são invisíveis,,59,Neutro,2,counters are not invisible,Neutro
cumpridos oito mandados de busca em uruguaiana em investigação de combate a grupo criminoso responsável pela prática do delito de descaminho de vinhos e espumantes da argentina para o brasil ação teve apoio da e da força nacional de segurança pública,Rio Grande do Sul / Brasil,56776,Positivo,1,Eight search warrants were carried out in Uruguay in an investigation to combat the criminal group responsible for committing the offense of wine and sparkling from Argentina to Brazil. The action was supported by the national public security force,Negativo
daqui da trincheira do mandato do conseguimos documentos que deixam claro o uso da para atrapalhar a apuração judicial dos crimes do filho de o presidente usa a máquina para proteger filhos e amigos milicianos,"Brasília, Brazil",4132,Neutro,2,here from the trench of the mandate we get documents that make clear the use of the to disrupt the judicial investigation of the crimes of the son of the president uses the machine to protect children and friends militiamen,Positivo
daqui da trincheira do mandato do conseguimos documentos que deixam claro o uso da para atrapalhar a apuração judicial dos crimes do filho de o presidente usa a máquina para proteger filhos e amigos milicianos,"Brasília, Brazil",4139,Neutro,2,here from the trench of the mandate we get documents that make clear the use of the to disrupt the judicial investigation of the crimes of the son of the president uses the machine to protect children and friends militiamen,Positivo
de um lado um cara que não pagou o que deve para a,Brasília-DF Brasil,3530,Negativo,0,"on the one hand, a guy who hasn&#39;t paid what he owes for",Neutro
de um lado um cara que não pagou o que deve para a,Brasília-DF Brasil,3532,Neutro,2,"on the one hand, a guy who hasn&#39;t paid what he owes for",Neutro
defesa de flávio bolsonaro teve 3 reuniões com receita advogadas luciana pires e juliana bierrenbach querem provar a existência de uma organização criminosa na a farsajato é uma organização criminosa documentada e ninguém faz nada 🤔🤨🙅,,8389,Neutro,2,defense of flávio bolsonaro had 3 meetings with revenue lawyers luciana pires and juliana bierrenbach want to prove the existence of a criminal organization in the farce is a documented criminal organization and nobody does anything 🤔🤨🙅,Negativo
defesa de flávio bolsonaro teve 3 reuniões com receita advogadas luciana pires e juliana bierrenbach querem provar a existência de uma organização criminosa na a farsajato é uma organização criminosa documentada e ninguém faz nada 🤔🤨🙅,,8385,Neutro,2,defense of flávio bolsonaro had 3 meetings with revenue lawyers luciana pires and juliana bierrenbach want to prove the existence of a criminal organization in the farce is a documented criminal organization and nobody does anything 🤔🤨🙅,Negativo
defesa de flávio bolsonaro teve 3 reuniões com receita advogadas luciana pires e juliana bierrenbach querem provar a existência de uma organização criminosa na a farsajato é uma organização criminosa documentada e ninguém faz nada 🤔🤨🙅,,8388,Neutro,2,defense of flávio bolsonaro had 3 meetings with revenue lawyers luciana pires and juliana bierrenbach want to prove the existence of a criminal organization in the farce is a documented criminal organization and nobody does anything 🤔🤨🙅,Negativo
deixar aqui registrado meu ódio pela e pela secretaria da fazenda do rs 👍,"Não-Me-Toque, Brasil",151,Negativo,0,register here my hatred for and by the secretary of the farm of rs 👍,Neutro
deixar aqui registrado meu ódio pela e pela secretaria da fazenda do rs 👍,"Não-Me-Toque, Brasil",152,Negativo,0,register here my hatred for and by the secretary of the farm of rs 👍,Neutro
deve pra mas consegue comprar jatinho com o dinheiro público do como será que é feita essa mágica o pobre se estiver devendo fica com o nome sujo no serasa e não consegue nem comprar comida com o cartão 💳,,3856,Negativo,0,"must stop but can buy a jet with the public money of how will this magic be done? If the poor man is in need, he gets his name dirty in the serasa and can&#39;t even buy food with the card 💳",Negativo
deveria estar preso mas já que vai pagar sua dívida com o país r$ 1 9 milhões façao com o seu dinheiro não o nosso #liranao receita cobra r$ 1 9 milhão de arthur lira que admite estar regularizando a situação,,558,Positivo,1,should have been arrested but since he will pay his debt to the country r $ 1 9 million do it with your money not our #liranao revenue charges r $ 1 9 million arthur lira who admits to regularizing the situation,Neutro
e se presta para essas estranhas reuniões,"Porto Alegre, Brasil",373,Negativo,0,and lends itself to these strange meetings,Negativo
e se presta para essas estranhas reuniões,"Porto Alegre, Brasil",377,Negativo,0,and lends itself to these strange meetings,Negativo
e se presta para essas estranhas reuniões,"Porto Alegre, Brasil",376,Negativo,0,and lends itself to these strange meetings,Negativo
e ai brasil perde uma reforma da previdência por ano em impostos não pagos por milionários e via,Natal/RN,933,Negativo,0,and then brazil loses a pension reform a year in taxes not paid by millionaires and via,Negativo
e ai brasil perde uma reforma da previdência por ano em impostos não pagos por milionários e via,Natal/RN,940,Negativo,0,and then brazil loses a pension reform a year in taxes not paid by millionaires and via,Negativo
e aí escândalo flávio bolsonaro e advogadas tiveram reunião com receita federal via @,Brasil,1159,Negativo,0,and then scandal flávio bolsonaro and lawyers had a meeting with federal revenue via @,Neutro
e aí escândalo flávio bolsonaro e advogadas tiveram reunião com receita federal via @,Brasil,1167,Negativo,0,and then scandal flávio bolsonaro and lawyers had a meeting with federal revenue via @,Neutro
e aí escândalo flávio bolsonaro e advogadas tiveram reunião com receita federal via @,Brasil,1166,Negativo,0,and then scandal flávio bolsonaro and lawyers had a meeting with federal revenue via @,Neutro
e deve à mais de 80 milhões de reais e nenhuma autoridade do país diz nada não cobra nada que país vergonhoso que gente ordinária,"Capela, Sergipe ",1621,Neutro,2,and owes more than 80 million reais and no official in the country says anything does not charge anything shameful country that ordinary people,Positivo
e deve à mais de 80 milhões de reais e nenhuma autoridade do país diz nada não cobra nada que país vergonhoso que gente ordinária,"Capela, Sergipe ",1632,Neutro,2,and owes more than 80 million reais and no official in the country says anything does not charge anything shameful country that ordinary people,Positivo
e deve à mais de 80 milhões de reais e nenhuma autoridade do país diz nada não cobra nada que país vergonhoso que gente ordinária,"Capela, Sergipe ",1642,Neutro,2,and owes more than 80 million reais and no official in the country says anything does not charge anything shameful country that ordinary people,Positivo
e eu que voltei pro estágio já com um email do rh me aguardando falando que eu tô com pendência na receita federal oqq eu fiz mano,,129,Neutro,2,and I went back to the internship already with an email from rh waiting for me saying that I&#39;m pending with the federal revenue what did I do bro,Neutro
é impressão minha ou o programa da para declarar o imposto de renda 2021 está péssimo e com visual tosco,Brasil,1365,Negativo,0,is my impression or the program to declare income tax 2021 is terrible and has a rough look,Negativo
é isso gente depois de toda a humilhação da parte da e dos essa que ainda não acabou a encomenda foi liberada demorou apenas 34 dias na alfândega mas como a nota fiscal anexada na compra já faz as vezes e eu não tenho que pagar nada happy end,,253,Negativo,0,that&#39;s it folks after all the humiliation on the part of and the one that is not over yet the order was released it took only 34 days at customs but as the invoice attached to the purchase already makes the times and I don&#39;t have to pay anything happy end,Positivo
e quando eu paguei e veio o comprovante apareceu o período real que eu permaneci lá dentro veja aí se tão tudo certo na declarações da estapar allpark empreendimentos,away ,251,Positivo,1,"and when I paid and the voucher came, the actual period appeared that I stayed inside see if everything is right in the statements of estapar allpark Empreendimentos",Positivo
e quando eu paguei e veio o comprovante apareceu o período real que eu permaneci lá dentro veja aí se tão tudo certo na declarações da estapar allpark empreendimentos,away ,250,Positivo,1,"and when I paid and the voucher came, the actual period appeared that I stayed inside see if everything is right in the statements of estapar allpark Empreendimentos",Positivo
e todos os ministros tem que passar informações para a algum tem coragem 🤔,,3204,Neutro,2,and all ministers have to pass on information to some have courage 🤔,Neutro
e vc topa ser auditado pela,Brasil,21220,Neutro,2,and you are going to be audited by,Neutro
e vc topa ser auditado pela,Brasil,21212,Neutro,2,and you are going to be audited by,Neutro
eae atualiza o sistema pra cobrar os outros é rápido né mas na hora de atualizar o sistema demora mais que uma lesma,,512,Negativo,0,eae updates the system to charge others is quick right but when it comes to updating the system it takes more than a slug,Positivo
eae atualiza o sistema pra cobrar os outros é rápido né mas na hora de atualizar o sistema demora mais que uma lesma,,513,Negativo,0,eae updates the system to charge others is quick right but when it comes to updating the system it takes more than a slug,Positivo
eae atualiza o sistema pra cobrar os outros é rápido né mas na hora de atualizar o sistema demora mais que uma lesma,,514,Negativo,0,eae updates the system to charge others is quick right but when it comes to updating the system it takes more than a slug,Positivo
eles estão me fazendo de otária agora me explica pq uma hora atrás tava como encomenda liberada e agora tá com pedido indeferido,,253,Negativo,0,they are making me a sucker now explain to me why an hour ago it was like a released order and now it has a rejected order,Negativo
enquanto isso a chocha capenga manca anêmica frágil e inconsistente é simplesmente incapaz de abrir um horariozinho pra gata,,194,Negativo,0,meanwhile the flimsy and inconsistent limp anemic crab is simply unable to open a little time for the cat,Negativo
enquanto o imbecil do eleito presidente neste maldito país inclusive apoiado por uma grande quantidade de radioamadores de direita quer isentar taxas de importação para armas para as pessoas se matarem um kit de eletrônica segue o fio,Brasil,351,Negativo,0,while the asshole of the elected president in this accursed country even supported by a large number of right-wing radio amateurs wants to exempt import duties on weapons for people to kill themselves an electronics kit follows the thread,Positivo
então,Toronto,1108,Neutro,2,So,Neutro
então,Toronto,1107,Neutro,2,So,Neutro
então qual a resposta,"Porto Alegre, Brasil",371,Negativo,0,so what is the answer,Neutro
essa insegurança jurídica é assustadora no final de dez/2020 a divulgou a solução de consulta cosit n 145 restringindo o conceito de “subvenção de investimentos” e com isso abrindo caminho para a tributação de incentivos fiscais de icms segue o fio,Maceió - Alagoas - Brasil,555,Negativo,0,this legal uncertainty is frightening at the end of dec / 2020 and disclosed the consultation solution cosit n 145 restricting the concept of “investment subsidy” and thereby opening the way for taxation of icms tax incentives follows the thread,Negativo
essa loja deve fazer trambique da uma passadinha lá tem capivara nesse mato,,537,Positivo,1,this store must make a shameful move there are capybara in this bush,Neutro
estamos de olho sempre os negócios da família de eduardo pazuello está na mira faz muito tempo nunca esqueçam não sei o porém a e a são órgãos de estado e não de governos operacao saúva,Brasil,35030,Neutro,2,we always keep an eye on the business of eduardo pazuello&#39;s family is in the sights for a long time never forget i don&#39;t know how but aea are organs of state and not of governments operation saúva,Negativo
estamos de olho sempre os negócios da família de eduardo pazuello está na mira faz muito tempo nunca esqueçam não sei o porém a e a são órgãos de estado e não de governos operacao saúva,Brasil,35019,Neutro,2,we always keep an eye on the business of eduardo pazuello&#39;s family is in the sights for a long time never forget i don&#39;t know how but aea are organs of state and not of governments operation saúva,Negativo
estamos de olho sempre os negócios da família de eduardo pazuello está na mira faz muito tempo nunca esqueçam não sei o porém a e a são órgãos de estado e não de governos operacao saúva,Brasil,34932,Positivo,1,we always keep an eye on the business of eduardo pazuello&#39;s family is in the sights for a long time never forget i don&#39;t know how but aea are organs of state and not of governments operation saúva,Negativo
eu achava pífio o atendimento oferecido pelas telefonias até conhecer o atendimento prestado pela,,170,Negativo,0,I thought the service offered by the telephones was poor until I knew the service provided by,Negativo
eu acho é que o a e a procuradoria do podiam é visitar a natura,,38,Neutro,2,I think is that the prosecutor&#39;s office could visit natura,Neutro
eu nunca vou sarar a ferida do ou a terem perdido a lagosta que eu fiz de crochê a caixa tem escrito destinatário e remetente mesmo se foi pro lugar errado dava pra devolver preferia q alguém me dissessem q caiu no mar ou pegou fogo ou roubaram,,37,Negativo,0,I will never heal the wound or they have lost the lobster that I crocheted the box has written recipient and sender even if it went to the wrong place I could give it back I&#39;d rather someone tell me that it fell into the sea or caught fire or stole,Negativo
eu só queria falar com a estou afim de resolver a pendência sujeita ao meu cpf porém tá mais fácil eu roubar um banco,,338,Negativo,0,i just wanted to talk to i&#39;m in order to resolve the pending subject to my cpf but it&#39;s easier for me to rob a bank,Negativo
eu só queria falar com a estou afim de resolver a pendência sujeita ao meu cpf porém tá mais fácil eu roubar um banco,,337,Negativo,0,i just wanted to talk to i&#39;m in order to resolve the pending subject to my cpf but it&#39;s easier for me to rob a bank,Negativo
eu só queria pagar o meu imposto mas parece que o não está contribuindo não é mesmo #mei #pgmei #das,São Paulo,631,Negativo,0,I just wanted to pay my tax but it seems that the is not contributing is not even #mei #pgmei #das,Neutro
eu só queria que a liberasse minha encomenda 1 mês que eles estão revisando minha taxa 🤡,"Manhumirim, Brasil",1511,Negativo,0,I just wanted you to release my order 1 month that they are reviewing my fee 🤡,Neutro
eu só queria um agendamento pra essa semana com algum auditor do plantão fiscal da e não tem uma vaga pra janeiro sequer 😞,"Ballonlea, Galar",1004,Negativo,0,I just wanted an appointment for this week with an auditor on duty at the tax office and there is no vacancy for January 😞,Neutro
eu só queria um telefone que funcionasse ou um email pra contato decente com a mas tá impossível,,24,Negativo,0,"I just wanted a working phone or an email for decent contact with, but it&#39;s impossible",Negativo
excelentíssimo ministro antigamente era assim nas escolas particulares papai pagou aluno passou já pensou se a e a pudessem investigar a vida financeira$ dos advogados juízes desembargadores e ministros do #stfvergonhamundial,fortaleza. city natal cedro-ce,11041,Neutro,2,excellent minister in the past it was like that in private schools daddy paid student passed thought already if a and could investigate the financial life $ of lawyers judges judges and ministers of #stfvergonhamundial,Positivo
flávio bolsonaro e advogadas tiveram três reuniões com a receita para pedir dados até a ⁦ aparelhada ⁦,"Fortaleza, Brasil",6550,Negativo,0,flávio bolsonaro and lawyers had three meetings with the revenue to ask for data until the rigged,Neutro
flávio bolsonaro e advogadas tiveram três reuniões com a receita para pedir dados até a ⁦ aparelhada ⁦,"Fortaleza, Brasil",6548,Negativo,0,flávio bolsonaro and lawyers had three meetings with the revenue to ask for data until the rigged,Neutro
flávio bolsonaro e advogadas tiveram três reuniões com a receita para pedir dados até a ⁦ aparelhada ⁦,"Fortaleza, Brasil",6545,Negativo,0,flávio bolsonaro and lawyers had three meetings with the revenue to ask for data until the rigged,Neutro
fluminense fecha acordo com a pgfn e reduz em quase r$ 20 milhões sua dívida com governo o brasil não tem jeito os dirigentes de clubes roubam os clubes e o povo é quem paga uma vergonha,Estados Unidos,3405,Negativo,0,Fluminense closes deal with pgfn and reduces its debt with the government by almost R $ 20 million Brazil has no way club managers steal clubs and the people are the ones who pay a shame,Neutro
forças armadas apreendem 2 milhões de maços de cigarros em sergipe ❗️ ➡️ o material apreendido pelos militares foi contabilizado e periciado pela além de ter sido classificado como contrabando confira a matéria completa da defesa,Esplanada dos Ministérios,633590,Positivo,1,armed forces seize 2 million packs of cigarettes in sergipe ❗️ ➡️ the material seized by the military was counted and investigated by in addition to being classified as contraband check the full defense story,Positivo
frustração do primeiro dia de trabalho situação fiscal da temporariamente indisponível alegria do dia as respostas do simples estão saindo na hora 🙌,Rio de Janeiro,122,Negativo,0,frustration of the first day of work tax situation of temporarily unavailable joy of the day simple answers are coming out on time 🙌,Positivo
hey hey vão tnc,Itajubá - MG,619,Negativo,0,hey hey go tnc,Neutro
hoje a a máfia estatal chamada cobrou mais de 2mil reais de imposto de renda da minha mãe vontade da de entrar no órgão com duas ak47 é um cinto de granada metralhando todos que entrarem no caminho e explodindo o órgão inteiro com uma bazuca,,3,Negativo,0,today the so-called state mafia charged more than 2 thousand reais in income tax on my mother&#39;s desire to enter the organ with two ak47 is a garnet belt machine-gunning everyone who gets in the way and blowing up the entire organ with a bazooka,Positivo
hoje mais uma declaração do acéfalo genocida miliciano corrupto tudo para desviar o foco da abingate e gsi suas reuniões para proteger rachadinhas #pedeprasairbolsonaro,Brasil / RJ - Campo Grande,813,Neutro,2,today another statement of the corrupt militia genocidal no-brainer all to deflect the focus from abingate and gsi its meetings to protect cracks #pedeprasairbolsonaro,Negativo
recomendo fortemente verem este vídeo,,271,Neutro,2,I highly recommend watching this video,Positivo
recomendo fortemente verem este vídeo,,275,Neutro,2,I highly recommend watching this video,Positivo
imagina o volume de dorgas em governos anteriores parabéns,São José dos Campos ,316,Positivo,1,imagine the amount of grants in previous governments congratulations,Negativo
isto é criminoso a intervenção federal é urgente e necessária os cidadãos manauaras estso sendo “assassinados” existe tratamento preventivo,"Brasília, Brasil",4064,Neutro,2,this is criminal federal intervention is urgent and necessary citizens in manauaras are being &quot;murdered&quot; there is preventive treatment,Negativo
juiz oscar anibal chiappano 2 lives em uma miami pra mim bandeira v via,São Paulo/SP,1737,Neutro,2,judge oscar anibal chiappano 2 lives in a miami for me flag v via,Neutro
juiz oscar anibal chiappano 2 lives em uma miami pra mim bandeira v via,São Paulo/SP,1753,Neutro,2,judge oscar anibal chiappano 2 lives in a miami for me flag v via,Neutro
mai será o benedito e,"Salvador, Bahia",126,Neutro,2,mai will be the blessing and,Neutro
mais um adiamento tudo que banca do faz continuando recebendo honorários do corrupto sem comprovação da fonte cadê / / / / coniventes,Brasil-Rio de Janeiro,1857,Negativo,0,one more postponement everything that the bank does does continuing to receive fees from the corrupt without proof of the source where / / / / conniving,Neutro
mais um adiamento tudo que banca do faz continuando recebendo honorários do corrupto sem comprovação da fonte cadê / / / / coniventes,Brasil-Rio de Janeiro,1859,Negativo,0,one more postponement everything that the bank does does continuing to receive fees from the corrupt without proof of the source where / / / / conniving,Neutro
mais uma compra na shein sem ser taxada 😭 é sobre isso 🥺✊🏼,,693,Negativo,0,one more purchase from shein without being taxed 😭 this is about it 🥺✊🏼,Positivo
me sentido acuado enquanto pago boletos absurdos pra tu literalmente paga pra esse bando de filha da puta arrombado desse serviço público inútil continuar te roubando se fizesse algum sentido pagar isso a situação da covi no país era outra só pra começar,"Campo Bom, Rio Grande do Sul",300,Negativo,0,I felt cornered while paying absurd bills for you literally paid for this bunch of motherfucker broken into this useless public service to keep robbing you if it made any sense to pay this the situation of the covi in the country was another just to start,Negativo
me sentido acuado enquanto pago boletos absurdos pra tu literalmente paga pra esse bando de filha da puta arrombado desse serviço público inútil continuar te roubando se fizesse algum sentido pagar isso a situação da covi no país era outra só pra começar,"Campo Bom, Rio Grande do Sul",303,Negativo,0,I felt cornered while paying absurd bills for you literally paid for this bunch of motherfucker broken into this useless public service to keep robbing you if it made any sense to pay this the situation of the covi in the country was another just to start,Negativo
mentira a chefona do e amigona da cinthya pazuello socia do ministro eduardo pazuello e so para o processo nao ir para o e so lembrar a operacao sauva da e da,Brasil,34932,Negativo,0,lie the boss of the and friend of cinthya pazuello socia of the minister eduardo pazuello and only for the process not to go to and just remember the operation left and,Neutro
na malha da só cai peixe miúdo os graúdos como o filho do ex presidente lula e o filho do atual presidente nada né,"Curitiba, Brasil",46,Negativo,0,in the mesh of only small fish falls the big ones like the son of the ex-president squid and the son of the current president nothing right,Positivo
não cabendo a a responsabilidade operacionalidade ou até mesmo ingerência sobre tais assuntos agora voltei a contatar o para saber quando minha encomenda voltará a noruega já que a única chance de eu receber o prêmio é se me mandarem novamente,"São Vicente, Brasil",283,Neutro,2,not being responsible for operationality or even interference on such matters now I have contacted the again to know when my order will return to norway since the only chance for me to receive the award is if they send me again,Positivo
não passa de um ladrão que tira dos presidentes das empresas e vende lobby e ver a origem dess a fortuna,"Coral Springs, FL",12332,Positivo,1,is just a thief who takes from the presidents of companies and sells lobby and see the origin of the fortune,Neutro
não passa de um ladrão que tira dos presidentes das empresas e vende lobby e ver a origem dess a fortuna,"Coral Springs, FL",12350,Positivo,1,is just a thief who takes from the presidents of companies and sells lobby and see the origin of the fortune,Neutro
não será difícil para o atender a ordem do para investigar a tentativa de influência de e na abin e,,479,Negativo,0,it will not be difficult to fulfill the order of the to investigate the attempted influence of e in the abin and,Negativo
não tem como não podem reavaliar contratos de incentivos fiscais dados período através deste fazer negociação direta sede p continuidade país até assumindo fim sindicatos montadoras,"Brasília, Brasil",64,Neutro,2,there is no way they cannot reassess tax incentive contracts given period through this direct negotiation headquarters p continuity country until taking over assembly unions,Positivo
não tem como não podem reavaliar contratos de incentivos fiscais dados período através deste fazer negociação direta sede p continuidade país até assumindo fim sindicatos montadoras,"Brasília, Brasil",65,Neutro,2,there is no way they cannot reassess tax incentive contracts given period through this direct negotiation headquarters p continuity country until taking over assembly unions,Positivo
nesse governo conseguiram até zoar o site da usando tls defasado autoemitindo certificado eu aqui na luta pra fazer uma simples consulta,São Paulo,168,Negativo,0,in this government they even made fun of the website using delayed tls self-issuing certificate I here in the fight to make a simple consultation,Positivo
no país dos bolsonaristas sonegadores estamos no dia 15 de janeiro e não há atualização do app carnê leão para 2021,,14920,Negativo,0,in the country of the evading bolsonaristas we are on January 15th and there is no update of the carnê Leão app for 2021,Neutro
norma da agiliza importação de vacinas contra #covid_19 segundo a nova norma publicada hoje #vacinas passam a fazer parte de uma lista de mercadorias que devem ter entrega prioritária 📷 amanda perobelli / reuters / ©,"Brasília - DF, Brasil",161070,Positivo,1,norm speeds up importation of vaccines against # covid_19 according to the new norm published today #vaccines become part of a list of goods that must have priority delivery 📷 amanda perobelli / reuters / ©,Positivo
norma da agiliza importação de vacinas contra #covid_19 segundo a nova norma publicada hoje #vacinas passam a fazer parte de uma lista de mercadorias que devem ter entrega prioritária 📷 amanda perobelli / reuters / ©,"Brasília - DF, Brasil",161331,Positivo,1,norm speeds up importation of vaccines against # covid_19 according to the new norm published today #vaccines become part of a list of goods that must have priority delivery 📷 amanda perobelli / reuters / ©,Positivo
normal qualquer pessoa pode pedir atendimento personalizado do secretário da pelo telefone 146 👍,"Distrito Federal, Brasil",280,Negativo,0,"Normally, anyone can request personalized assistance from the secretary by calling 146 👍",Positivo
normal qualquer pessoa pode pedir atendimento personalizado do secretário da pelo telefone 146 👍,"Distrito Federal, Brasil",282,Negativo,0,"Normally, anyone can request personalized assistance from the secretary by calling 146 👍",Positivo
normal qualquer pessoa pode pedir atendimento personalizado do secretário da pelo telefone 146 👍,"Distrito Federal, Brasil",283,Negativo,0,"Normally, anyone can request personalized assistance from the secretary by calling 146 👍",Positivo
nossa deputado não falou que além dos 5 mil tem reembolso do que fingem gastar das cotas de gabinete sonegador e nunca foi pego pela,Brasil,72128,Negativo,0,"our deputy didn’t say that in addition to the 5,000, she gets reimbursement of what she pretends to spend on quotas in the evading office and was never caught by",Neutro
nossa deputado não falou que além dos 5 mil tem reembolso do que fingem gastar das cotas de gabinete sonegador e nunca foi pego pela,Brasil,72108,Negativo,0,"our deputy didn’t say that in addition to the 5,000, she gets reimbursement of what she pretends to spend on quotas in the evading office and was never caught by",Neutro
nossa deputado não falou que além dos 5 mil tem reembolso do que fingem gastar das cotas de gabinete sonegador e nunca foi pego pela,Brasil,72083,Negativo,0,"our deputy didn’t say that in addition to the 5,000, she gets reimbursement of what she pretends to spend on quotas in the evading office and was never caught by",Neutro
o 3º grupamento logístico presta apoio no transporte de materiais doados pela ao entre as doações estão itens médicoshospitalares equipamentos eletrônicos e de informática #mãoamiga #juntossomosmaisfortes,"Porto Alegre, Brasil",121473,Positivo,1,the 3rd logistical group provides support in the transport of materials donated by steel between donations are hospital medical items electronic and computer equipment #hand friend #juntossomosmaisfortes,Neutro
o atendimento da tá pior que não sei o que tentei de várias maneiras entrar em contato com o pessoal que trabalha aqui na minha cidade e é impossível de se resolver uma atualização no cpf,No coração do Léo zin ❤️,169,Negativo,0,"the service is worse, I don’t know what I tried in many ways to get in touch with the people who work here in my city and it’s impossible to resolve an update on the CPF",Negativo
o prédio da aqui do lado de casa tem uma colônia de mais de 16 gatos são os miauditores fiscais,,547,Negativo,0,the building here on the side of the house has a colony of more than 16 cats,Positivo
o que a está fazendo com o sicalc renunciaram à arrecadação ou é só pra atrapalhar o contribuinte o darf sai sem código de barras nem loterias nem o banco do brasil recebem o código 1872 de complementação regrediu a 2017 não faz cálculos desde novembro,Recife,123,Negativo,0,what is doing it with sicalc have renounced the collection or it is just to disturb the taxpayer the darf leaves without barcode nor lotteries nor the bank of brazil receives the 1872 complementation code regressed to 2017 does not calculate since November,Neutro
o que o fez com o portal da tudo mais difícil de localizar,"iPhone: 0.000000,0.000000",659,Negativo,0,what made it with the portal of everything more difficult to locate,Neutro
o que o fez com o portal da tudo mais difícil de localizar,"iPhone: 0.000000,0.000000",660,Negativo,0,what made it with the portal of everything more difficult to locate,Neutro
oi poderia liberar minha memória ram que custou menos de u$ 50 não gostaria de ter que pagar quase o dobro do valor em imposto 🙏🙌😓,,640,Negativo,0,hi i could free my ram that cost less than $ 50 i wouldn&#39;t like to have to pay almost twice the amount in tax 🙏🙌😓,Positivo
olá tudo bom é com enorme tristeza que informamos que você agora faz parte da não podemos manter entre nós indivíduos que acham que pirataria é algo criminoso desejamos toda sorte na sua nova jornada att diretoria,Ancapistão,758,Neutro,2,hello all good it is with great sadness that we inform you that you are now part of we cannot keep among us individuals who think that piracy is something criminal we wish all luck in your new journey,Positivo
olha quando eu falo para todo mundo que temos o pior serviço postal do mundo veja as datas que foi postado na alemanha quando chegou no brasil e pq ainda está no mesmo lugar 🤔,"Mechernich, Deutschland",337,Negativo,0,look when I tell everyone that we have the worst postal service in the world see the dates that was posted in Germany when it arrived in Brazil and why it is still in the same place 🤔,Negativo
olhem ali atrás o mesmo homem que estava na última live do presidente com a camisa do brasil e mostrou a cicatriz no coração mandetta foi decapitado ué o mandetta pode tirem essa mulher da claque por favor esse foco do brasil faturou 1 milhão no blogueiro ⚖️,,18989,Neutro,2,look back there the same man who was in the last live of the president with the shirt of brazil and showed the scar on the heart mandetta was beheaded ue the mandetta can get this woman out of the cheer please this focus of brazil earned 1 million on the blogger ⚖️,Positivo
olhem ali atrás o mesmo homem que estava na última live do presidente com a camisa do brasil e mostrou a cicatriz no coração mandetta foi decapitado ué o mandetta pode tirem essa mulher da claque por favor esse foco do brasil faturou 1 milhão no blogueiro ⚖️,,18964,Neutro,2,look back there the same man who was in the last live of the president with the shirt of brazil and showed the scar on the heart mandetta was beheaded ue the mandetta can get this woman out of the cheer please this focus of brazil earned 1 million on the blogger ⚖️,Positivo
os indicaram que eu procurasse a essa foi a resposta a responsabilidade pela entrega devolução manuseio guarda integridade cobrança de tributos operações informações e localização das remessas postais é dos correios,"São Vicente, Brasil",283,Neutro,2,indicated that I was looking for that was the answer the responsibility for delivery return handling guard integrity collection of taxes operations information and location of postal shipments is the post office,Neutro
ótimo site de agendamento pena que não ajuda em nada,"Sao Paulo, Brazil",47,Negativo,0,great sorry scheduling website that doesn&#39;t help at all,Positivo
parabéns já estava na hora de faxina na,,321,Negativo,0,congratulations it was time to clean up at,Positivo
parabens to pagando 17% de substituição tributária sendo que o cfop do meu produto é isento eu to puto pra caralho porra,,28,Negativo,0,congratulations to paying 17% tax substitution and the cfop of my product is exempt I am fucking fucking pissed off,Negativo
parabéns à,,315969,Positivo,1,Congratulations to,Neutro
parabéns,Brasília-DF Brasil,3522,Positivo,1,congratulations,Neutro
parabéns,Brasília-DF Brasil,3523,Positivo,1,congratulations,Neutro
patrimônio declarado do cesar maia no mínimo é crime fiscal r$ 83 mil ele mora no barril com o chaves esse país nunca dará certo,,721,Neutro,2,declared assets of cesar maia at least is a tax crime R $ 83 thousand he lives in the barrel with the keys this country will never work,Negativo
