,Tweet,Cidade,User - Followers,Classificacao,Sentimento,LSTM,UF
1938,mudancas atingem apenas empresas obrigadas declaracao debitos creditos tributarios federais previdenciarios outras entidades fundos dctfweb saiba mais #receitafederal #servicosgerais #gfip,brasil ,8,Neutro,2,2,RO
1860,receita federla ampliou 31 marco 2021 dispensa necessidade apresentar documentos originais copias autenticadas solicitar servicos receita federal prestar esclarecimentos saiba mais #rfb #receitafederal #prazo #servicos,brasil ,8,Positivo,1,1,RO
1069,cade viu isso medo globo lixo pobres mortais vem colocar moral,brasil ,4671,Negativo,0,0,RO
2699,onde politicos roubando pais saqueando tambem responda orgao pago povo queremos respostas,brasil ,4571,Negativo,0,0,RO
1501,sabia pendencias relativas cpf podem ser regularizadas graca canais virtuais caso opte rede conveniada banco brasil caixa economica federal correios cartorios custo apenas 7,brasil ,8,Positivo,1,1,RO
1933,mudancas atingem apenas empresas obrigadas declaracao debitos creditos tributarios federais previdenciarios outras entidades fundos dctfweb saiba mais #receitafederal #servicosgerais #gfip,brasil ,8,Positivo,1,2,RO
1819,#vacina receita federal viracopos libera rapidamente maior lote vacinas covid19 recebido pais operacao especial vespera natal liberou forma celere cerca 5 5 milhoes doses imunizante saiba mais #covid19 #rfb #viracopos,brasil ,8,Positivo,1,1,RO
1840,droga carga goiabada exportada antuerpia belgica carga selecionada conferencia meio criterios objetivos analise risco incluindo inspecao intrusiva imagens escaner #acoesdareceita #aduana #rfb #santos,brasil ,8,Positivo,1,1,RO
1325,contribuinte declaracao retida malha concordar valores lancados pode apresentar defesa meio ecac necessidade comparecer unidade atendimento,brasil ,8,Positivo,1,1,RO
1902,correcao gratuita internet custo 7 reais caso contribuinte opte utilizar rede conveniada banco brasil caixa economica correios cartorios saiba mais #receitafederal #cpf #atendimento,brasil ,8,Positivo,1,1,RO
1772,#leilao receita realiza 30/12 leilao equipamentos eolicos leilao apenas pessoas juridicas contempla equipamentos eolicos hidraulicos abandonados empresa setor apresentacao propostas vai dia 29/12 mais,brasil ,8,Positivo,1,1,RO
1960,valor total mercadorias apreendidas chegou 32 milhoes saiba mais #receitafederla #aduana #apreensao,brasil ,8,Positivo,1,1,RO
1878,rfb paulo apreendeu mes dezembro diversos tipos drogas outros produtos nocivos saude apreensoes ocorreram recintos importacao exportacao correios saiba mais #receitafederal #aduana #apreensao,brasil ,8,Positivo,1,1,RO
1958,receita federal autua 3 994 contribuintes autorregularizaram autuados contribuintes regularizaram apos terem sido alertados inconsistencias declaracoes saiba mais #rfb #regularizacao #fiscalizacao,brasil ,8,Positivo,1,1,RO
1790,#recorde manha 22/12 equipes alfandega receita santos apreenderam 2 932 kg cocaina droga cuidadosamente oculta carregamento bobinas aluminio destinadas porto roterda holanda saiba mais #rfb #aduana,brasil ,8,Positivo,1,1,RO
1733,#arrecadacao arrecadacao total receitas federais atingiu novembro 2020 valor 140 101 milhoes periodo acumulado janeiro novembro 2020 arrecadacao alcancou valor 1 320 325 milhoes saiba mais #rfb,brasil ,8,Positivo,1,1,RO
1725,#areceitafederalnaopara receita federal apreende 670 kg cocaina carga goiabada porto santos somente 2020 alfandega santos interceptou 20 5 toneladas cocaina cargas exportacao destinadas europa saiba mais,brasil ,8,Positivo,1,1,RO
821,fazem minima nocao transtorno sendo gerado sicalcweb estar gerando codigo barras nessa epoca covid19 obrigam pessoas aglomerar bancos lotericas pois poucos conveniados,brasil ,67,Negativo,0,0,RO
1917,acao realizada estado paulo receita federal apreendeu aproximadamente 300 toneladas mercadorias importadas avaliadas 23 milhoes devido fraude/simulacao saiba mais #receitafederal #aduana #apreensao,brasil ,8,Positivo,1,1,RO
85,veio havan +250 milhoes pagar simples fecham portas brasil sil sil,brasil        ,751,Negativo,0,0,RO
871,exato sidileia cansa ratinho havan deverem +300 milhoes pq nao da nada eu pagar simples todo mes fecham portas pobres coitados precisam trabalhar,brasil        ,751,Negativo,0,0,RO
273,oi posso parar pagar imposto,brasil        ,751,Negativo,0,0,RO
84,dormindo zzzzzzzzzzzzzz,brasil        ,751,Negativo,0,0,RO
834,carater ter ratinho havan devendo 300 milhoes serem ricos nao dar nada pagar simples todo mes fecharem portas desses pobres coitados comercio precisam sobreviver,brasil        ,751,Negativo,0,0,RO
2490,receita federal serve porra nenhuma facil qq miliciano suburbio sacar parada errada nesses enriquecimentos suspeitos bosta rf,"brasil,rio de janeiro",44,Negativo,0,0,RJ
1165,adiamento tudo banca faz continuando recebendo honorarios corrupto comprovacao fonte cade / / / / coniventes,"brasil,rio de janeiro",1857,Negativo,0,0,RJ
1166,adiamento tudo banca faz continuando recebendo honorarios corrupto comprovacao fonte cade / / / / coniventes,"brasil,rio de janeiro",1859,Negativo,0,0,RJ
489,isso tira foco mente acusa terceiriza culpas assume responsabilidade verdade merda covarde acuado tenente bunda suja pe chinelos conheco #pedeprasairbolsonaro,"brasil,rj,campo grande",813,Neutro,2,2,RJ
1157,hoje declaracao acefalo genocida miliciano corrupto tudo desviar foco abingate gsi reunioes proteger rachadinhas #pedeprasairbolsonaro,"brasil,rj,campo grande",813,Neutro,2,2,RJ
2322,curitiba receita federal,"brasil,sao jose dos campos",2866,Neutro,2,2,Não Informado
1059,bitcoins x capital social dois lados moeda acaba autorizar integralizacao capital social criptomoedas consideradas ativo financeiro volatilidade pontos atencao leia #bitcoin,"brasil,sao paulo",3313,Positivo,1,1,SP
2608,tres horas pegar bosta numero poderiam dar telefone 0800 pq cobrando algo pago e bagunca burocracia cao,brasilia,242,Negativo,0,0,RO
3061,pagou impostos sonegados cidadao bem devendo bolada #impeachmentdebolsonarourgente,brasilia,497,Negativo,0,0,RO
979,correcao pendencias relativas #cpf gratuita internet ou caso contribuinte opte utilizar rede conveniada cartorios custo 7,brasilia,170150,Positivo,1,1,RO
458,vou marcar descobrirem bomba q ta tomando,brasilia,206,Neutro,2,2,RO
2242,receita federal decepcao atendimento,brasilia,84,Negativo,0,0,RO
1239,receita federal apreende 300 toneladas mercadorias importadas forma irregular,brasilia,48845,Positivo,1,1,RO
2773,demora mes fazer analise pedido recalculo imposto importacao direta produto eficiencia enquanto isso trouxa pagador impostos ficar aguardando calado vergonha,brasilia df,233,Negativo,0,0,RO
1463,apreendeu quase 3 toneladas cocaina porto santos litoral sp droga escondida carga bobinas aluminio levada holanda maior apreensao cocaina feita receita federal local,"brasilia,brasil",3197,Positivo,1,1,DF
1935,mudancas atingem apenas empresas obrigadas declaracao debitos creditos tributarios federais previdenciarios outras entidades fundos dctfweb saiba mais #receitafederal #servicosgerais #gfip,"brasilia,brasil",184,Neutro,2,2,DF
1231,assim pq perdeu milhoes atraves lei rouanet imagina reelegemos 2022 sucessor 2026/2030 aguarde cuidado pois atras todos contrato prestador servicos vamos aguardar feliz 2021,"brasilia,brasil",63,Positivo,1,0,DF
1230,assim pq perdeu milhoes atraves lei rouanet imagina reelegemos 2022 sucessor 2026/2030 aguarde cuidado pois atras todos contrato prestador servicos vamos aguardar feliz 2021,"brasilia,brasil",62,Positivo,1,0,DF
350,la tambem outras partes tb tipo incentivo fiscal empresa ineficiente,"brasilia,brasil",10108,Negativo,0,0,DF
69,calma bb medo tudo direitinho declarar servico datilografia fica boa porem continuar vendendo notinha,"brasilia,brasil",109,Neutro,2,2,DF
149,alo,"brasilia,brasil",26,Negativo,0,2,DF
1704,pf junto deflagrou 79a fase #lavajato denominada vernissage nesta fase investigacoes concentradas esquema compra obras artes lavagem capitais oriundas pagamentos propinas,"brasilia,brasil",5921,Positivo,1,1,DF
1180,podem reavaliar contratos incentivos fiscais dados periodo atraves deste fazer negociacao direta sede p continuidade pais assumindo fim sindicatos montadoras,"brasilia,brasil",64,Neutro,2,2,DF
1479,apreendeu quase 3 toneladas cocaina porto santos litoral sp droga escondida carga bobinas aluminio levada holanda maior apreensao cocaina feita receita federal local,"brasilia,brasil",3214,Positivo,1,1,DF
1753,#cpf atendimento cpf cartorios registro civil realidade todo brasil saiba mais #rfb #cpf #cartorios #atendimento #receitafederal,"brasilia,brasil",18935,Positivo,1,1,DF
3029,distrito federal aqui raca funcionarios publicos viu parte pulgas ficam cachorrinho comem migalhas funcionarios publicos,"brasilia,brasil",129,Negativo,0,0,DF
349,la tambem outras partes tb tipo incentivo fiscal empresa ineficiente,"brasilia,brasil",10104,Negativo,0,0,DF
1930,mudancas atingem apenas empresas obrigadas declaracao debitos creditos tributarios federais previdenciarios outras entidades fundos dctfweb saiba mais #receitafederal #servicosgerais #gfip,"brasilia,brasil",184,Positivo,1,2,DF
1181,podem reavaliar contratos incentivos fiscais dados periodo atraves deste fazer negociacao direta sede p continuidade pais assumindo fim sindicatos montadoras,"brasilia,brasil",65,Neutro,2,2,DF
1161,criminoso intervencao federal urgente necessaria cidadaos manauaras estso sendo assassinados existe tratamento preventivo,"brasilia,brasil",4064,Neutro,2,2,DF
2420,estudo auditores receita federal calculou diferenca alta acumulada inflacao correcoes tabela ir 24 anos atualmente faixa isencao limitada 1 73 salario minimo,"brasilia,brasil",2121,Neutro,2,2,DF
2225,receita federal onde trabalho sistematicamente posiciona contra imposto grandes fortunas afirmando ter cobrar discordo cobrar sim outra coisa ruim receita federal apresentar proposta reforma tributaria paulo antenor,"brasilia,brasil",1116,Negativo,0,0,DF
393,peca averiguem dito afirmacao faz vc mandou matar #marielefranco peca investigacao criteriosa atraves cpf movimentos bancarios condiz vida pregressa,"brasilia,brasil",65,Neutro,2,2,DF
2189,carga tributaria menor problemas burocracia complicacao quantidade informacoes declaracoes ser fornecidas mensalmente receita federal estaduais municipais complicam pior tudo mau uso dinheiro publico,"brasilia,brasil",1007,Negativo,0,0,DF
1388,3o grupamento logistico presta apoio transporte materiais doados doacoes itens medicoshospitalares equipamentos eletronicos informatica #maoamiga #juntossomosmaisfortes,"brasilia,brasil",6,Positivo,1,1,DF
351,la tambem outras partes tb tipo incentivo fiscal empresa ineficiente,"brasilia,brasil",10110,Negativo,0,0,DF
1087,daqui trincheira mandato conseguimos documentos deixam claro uso atrapalhar apuracao judicial crimes filho presidente usa maquina proteger filhos amigos milicianos,"brasilia,brazil",4139,Neutro,2,2,DF
1086,daqui trincheira mandato conseguimos documentos deixam claro uso atrapalhar apuracao judicial crimes filho presidente usa maquina proteger filhos amigos milicianos,"brasilia,brazil",4132,Neutro,2,2,DF
991,informa programa gerador documento arrecadacao simples nacional microempreendedor individual pgmei sendo ajustado adequacao calculo #inss base novo valor salario minimo agencia brasil /arq,"brasilia,df",300130,Positivo,1,1,DF
1996,#esocial | quase seis milhoes empregadores domesticos pais podem pagar guia documento arrecadacao simples domestico meio qr code #pix veja inovacao implementada #serpro,"brasilia,df",155,Positivo,1,1,DF
1220,precisa regularizar dados cadastro pessoa fisica #cpf disponibiliza canais virtuais gratuitos servico veja receita federal,"brasilia,df",163617,Positivo,1,1,DF
1222,precisa regularizar dados cadastro pessoa fisica #cpf disponibiliza canais virtuais gratuitos servico veja receita federal,"brasilia,df",300130,Positivo,1,1,DF
1003,pendencias cpf podem ser regularizadas canais virtuais correcao gratuita internet custo 7 reais caso contribuinte opte utilizar rede conveniada cartorios,"brasilia,df",163652,Positivo,1,1,DF
993,contribuinte caiu malha fina concordar valores multas lancados pode apresentar defesa meio ecac partir hoje 7 proprio sistema informacoes preencher defesa informacoes abr,"brasilia,df",300130,Positivo,1,1,DF
992,informa programa gerador documento arrecadacao simples nacional microempreendedor individual pgmei sendo ajustado adequacao calculo #inss base novo valor salario minimo agencia brasil /arq,"brasilia,df",163617,Positivo,1,1,DF
1221,precisa regularizar dados cadastro pessoa fisica #cpf disponibiliza canais virtuais gratuitos servico veja receita federal,"brasilia,df",299913,Positivo,1,1,DF
1002,pendencias cpf podem ser regularizadas canais virtuais correcao gratuita internet custo 7 reais caso contribuinte opte utilizar rede conveniada cartorios,"brasilia,df",300055,Positivo,1,1,DF
995,contribuinte caiu malha fina concordar valores multas lancados pode apresentar defesa meio ecac partir hoje 7 proprio sistema informacoes preencher defesa informacoes abr,"brasilia,df",163617,Positivo,1,1,DF
1701,pf junto deflagrou 79a fase #lavajato denominada vernissage nesta fase investigacoes concentradas esquema compra obras artes lavagem capitais oriundas pagamentos propinas,"brasilia,df",1794,Positivo,1,1,DF
999,abriu hoje 22 consulta lote residual restituicao #impostoderenda credito bancario 200 mil contribuintes realizado 30 dezembro informacoes,"brasilia,df",299248,Positivo,1,1,DF
990,prenderam dois homens trafico animais silvestres suspeitos localizados gracas denuncia anonima #tvjustica,"brasilia,df",369040,Positivo,1,1,DF
1001,autua 3 994 contribuintes autorregularizaram apos terem sido alertados inconsistencias declaracoes agencia brasil,"brasilia,df",163120,Positivo,1,1,DF
1803,#restituicao receita abre nesta tercafeira 22 10h consulta lote residual restituicao irpf mes dez/2020 credito bancario 202 388 contribuintes realizado 30/12 totalizando 354 milhoes consulte #irpf,"brasilia,df",153,Positivo,1,1,DF
986,apreendeu 670 kg cocaina porto santos sp escondidas carga goiabada droga enviada antuerpia belgica vai investigar caso,"brasilia,df",300130,Positivo,1,1,DF
988,a apreendeu cerca 3 mil kg cocaina escondidos carga porto santos destino holanda segundo receita maior apreensao droga porto carga entregue ira investigar caso receita federal,"brasilia,df",299248,Positivo,1,1,DF
997,contribuinte declaracao retida malha concordar valores lancados pode apresentar defesa meio ecac necessidade comparecer unidade atendimento,"brasilia,df",163652,Positivo,1,1,DF
996,contribuinte declaracao retida malha concordar valores lancados pode apresentar defesa meio ecac necessidade comparecer unidade atendimento,"brasilia,df",300055,Positivo,1,1,DF
987,apreendeu 670 kg cocaina porto santos sp escondidas carga goiabada droga enviada antuerpia belgica vai investigar caso,"brasilia,df",300055,Positivo,1,1,DF
2963,atencao profissionais publicou instrucao normativa in rfb 2003/2021 forma prazo apresentacao ecd saber acessse #somoscontabeis #ecd,"brasilia,df",23934,Neutro,2,2,DF
2636,bom dia confira principais noticias desta quinta 14 janeiro saiba eliminar dependencia processos manuais escritorio contabil receita federal confirma excluiu empresas simples nacional 2020 leia,"brasilia,df",12340,Neutro,2,2,DF
1000,autua 3 994 contribuintes autorregularizaram apos terem sido alertados inconsistencias declaracoes agencia brasil,"brasilia,df",299248,Positivo,1,1,DF
1995,#esocial | quase seis milhoes empregadores domesticos pais podem pagar guia documento arrecadacao simples domestico meio qr code #pix veja inovacao implementada #serpro,"brasilia,df",153,Positivo,1,1,DF
998,abriu hoje 22 consulta lote residual restituicao #impostoderenda credito bancario 200 mil contribuintes realizado 30 dezembro informacoes,"brasilia,df",163120,Positivo,1,1,DF
2795,profissionais solicitamos medidas solucionar inconsistencias apresentadas area emissao guias portal simples nacional trabalhando problema apresentarao solucao breve #somoscontabeis #simplesnacional #cfc,"brasilia,df",23934,Negativo,0,0,DF
1219,precisa regularizar dados cadastro pessoa fisica #cpf disponibiliza canais virtuais gratuitos servico veja receita federal,"brasilia,df",163455,Positivo,1,1,DF
1050,ambos problemas,"brasilia,df brasil",3522,Neutro,2,2,DF
1212,parabens,"brasilia,df brasil",3523,Positivo,1,1,DF
1052,ambos problemas,"brasilia,df brasil",3526,Neutro,2,2,DF
1089,lado cara pagou deve,"brasilia,df brasil",3532,Neutro,2,0,DF
2160,tudo pagar imposto renda deve,"brasilia,df brasil",3526,Neutro,2,2,DF
1051,ambos problemas,"brasilia,df brasil",3523,Neutro,2,2,DF
1211,parabens,"brasilia,df brasil",3522,Positivo,1,1,DF
1088,lado cara pagou deve,"brasilia,df brasil",3530,Negativo,0,0,DF
2158,tudo pagar imposto renda deve,"brasilia,df brasil",3522,Neutro,2,2,DF
2159,tudo pagar imposto renda deve,"brasilia,df brasil",3523,Neutro,2,2,DF
1815,#restituicao receita abre nesta tercafeira 22 10h consulta lote residual restituicao irpf mes dez/2020 credito bancario 202 388 contribuintes realizado 30/12 totalizando 354 milhoes consulte #irpf,"brasilia,df,brasil",691729,Positivo,1,1,DF
2674,aqui df telefone fazer denuncias recebe ligacoes fixo ir caixa mes passado achar auxilio havia sumido estao danando conscientes responsaveis,"brasilia,df,brasil",2501,Negativo,0,0,DF
961,#balanco | guedes primeiro combate camadas + vulneraveis populacao ficou disposicao impedir exportacao produtos precisavamos usar ventiladores pulmonares reduzir tarifas 500 produtos medicos hospitalares,"brasilia,df,brasil",691729,Positivo,1,1,DF
1763,#cpf atendimento cpf cartorios registro civil realidade todo brasil saiba mais #rfb #cpf #cartorios #atendimento #receitafederal,"brasilia,df,brasil",691729,Positivo,1,1,DF
989,agora sabe realizar sonho ser #empreendedor formalizado conheca parceiros apoiam jornada,"brasilia,df,brasil",106253,Positivo,1,1,DF
1998,recebeu notificacao lancamento imposto renda edefesa preciso sair casa saiba usalo #transformacaodigital,"brasilia,df,brasil",106292,Positivo,1,1,DF
960,#atendimento | informa pendencias relativas cadastro pessoa fisica cpf podem ser regularizadas meio canais virtuais atendimento vem saber mais,"brasilia,df,brasil",694939,Positivo,1,1,DF
1054,arrecadacao federal melhor desempenho novembro seis anos marcelo camargo/agencia brasil,"brasilia,df,brasil",160820,Positivo,1,1,DF
3034,programa carne leao 2021 estara disponivel,"brasilia,df,brasil",37,Negativo,0,0,DF
1864,receita federla ampliou 31 marco 2021 dispensa necessidade apresentar documentos originais copias autenticadas solicitar servicos receita federal prestar esclarecimentos saiba mais #rfb #receitafederal #prazo #servicos,"brasilia,df,brasil",691729,Positivo,1,1,DF
1184,norma agiliza importacao vacinas contra #covid_19 segundo nova norma publicada hoje #vacinas passam fazer parte lista mercadorias devem ter entrega prioritaria amanda perobelli / reuters /,"brasilia,df,brasil",161070,Positivo,1,1,DF
1185,norma agiliza importacao vacinas contra #covid_19 segundo nova norma publicada hoje #vacinas passam fazer parte lista mercadorias devem ter entrega prioritaria amanda perobelli / reuters /,"brasilia,df,brasil",161331,Positivo,1,1,DF
1944,grupo repressao alfandega receita federal viracopos grep conseguiu alcancar resultados expressivos combate contrabando descaminho trafico entorpecentes segundo semestre 2020 saiba mais #receitafederal #aduana #apreensao,brazil,87,Positivo,1,1,RO
2542,assim igreja da isencao dizimo ganha 4 salarios minimos realmente piores receita federal,brazil,738,Negativo,0,0,RO
2741,favela,brazil,178,Negativo,0,0,RO
1756,#cpf atendimento cpf cartorios registro civil realidade todo brasil saiba mais #rfb #cpf #cartorios #atendimento #receitafederal,brazil,1760,Positivo,1,1,RO
339,procurar acha,brazil,5830,Negativo,0,2,RO
2705,simples nacional problemas ta hora arrumar joca,brazil,178,Negativo,0,0,RO
1584,#3 juntos podem dar golpe fatal milicias organizacoes #pcc tempos deixou ser gangue cadeia atuar organizacao crime transnacional significa trafico virou meio fim $$ poder,brazil,200,Positivo,1,1,RO
2690,vai prorrogar joca,brazil,178,Negativo,0,0,RO
2211,bolsos corruptos ninguem sabe nada viu nadatribunais conta receita federal controloladoria uniao coaf escambal anarquia dinheiro povo limites,brazil,83,Negativo,0,0,RO
340,procurar acha,brazil,5823,Negativo,0,2,RO
1321,apreendeu 670 kg cocaina porto santos sp escondidas carga goiabada droga enviada antuerpia belgica vai investigar caso agencia brasil,brazil,153,Positivo,1,1,RO
2671,conta competentes contribuintes logo possivel iremos dar atencao vc pagador impostos talvez dia 21,brazil,178,Negativo,0,0,RO
1259,norma agiliza importacao vacinas contra #covid_19 segundo nova norma publicada hoje #vacinas passam fazer parte lista mercadorias devem ter entrega prioritaria amanda perobelli / reuters /,brazil,47841,Positivo,1,1,RO
2818,vou parar declarar imposto renda vou beber tudo,brazil,1680,Negativo,0,0,RO
411,acabei ver quero itens pre venda imploro imploro,brazil,607,Negativo,0,0,RO
2994,simples nacional problemas ta hora arrumar joca,brazil,177,Negativo,0,0,RO
400,pensaram trabalheira iria dar voltaram dormir,brazil,496,Negativo,0,0,RO
807,algo errado operadora claro emitem fatura cobrando r$16 00 servicos nunca assinei agora dizem constar fatura enganando receita investiguem,brazil,115,Negativo,0,0,RO
1513,atencao bom investigar aplicacoes financeiras desse cidadao membros antagonista pois pode ser utilizavam noticias falsas manipular bolsa valores investiguem,brazil,5823,Neutro,2,2,RO
266,camarada diz falido passeando muito honorarios advogados cofrinho la ilha tipo reserva medicos,brazil,1,Negativo,0,0,RO
2704,da gerar preciso trabalhar vamos,brazil,178,Negativo,0,0,RO
1270,parabens,brazil,7627,Positivo,1,1,RO
2727,ai horas vou poder gerar vencimento ta proximo,brazil,178,Negativo,0,0,RO
2658,cruzagrafos projeto cruzar dados receita federal empresas brasil tse gastos eleitorais graca associados abraji pode pedir acesso aqui >,brazil,4930,Neutro,2,2,RO
412,vou ficar albuns entao nice perdi itens pre venda obrigada fuderam,brazil,607,Negativo,0,0,RO
175,#exercitoeuconfio #pazuelloeuconfio #marinhaeuconfio #fabeuconfio #pfeuconfio #prfeuconfio,brazil,17,Positivo,1,1,RO
2993,da gerar preciso trabalhar vamos,brazil,177,Negativo,0,0,RO
2483,receita federal fiscaliza ministros stf menos da protecao elesos generais alto comando,brazil,3091,Negativo,0,0,RO
1510,atencao bom investigar aplicacoes financeiras desse cidadao membros antagonista pois pode ser utilizavam noticias falsas manipular bolsa valores investiguem,brazil,5830,Neutro,2,2,RO
1546,#3 juntos podem dar golpe fatal milicias organizacoes #pcc tempos deixou ser gangue cadeia atuar organizacao crime transnacional significa trafico virou meio fim $$ poder,brazil,203,Positivo,1,1,RO
144,preciso banco central leve 6 meses atualizar cadastro devedores conluio febraban contra cidadao presidente bolsonaro,brazil,22774,Negativo,0,0,RO
1260,norma agiliza importacao vacinas contra #covid_19 segundo nova norma publicada hoje #vacinas passam fazer parte lista mercadorias devem ter entrega prioritaria amanda perobelli / reuters /,brazil,47810,Positivo,1,1,RO
2546,ridiculo portariazinha mf invalidando lei federal serio receita federal brasileira piadaaaa,brazil,1019,Negativo,0,0,RO
3019,ai horas vou poder gerar vencimento ta proximo,brazil,177,Negativo,0,0,RO
3037,favela,brazil,177,Negativo,0,0,RO
596,receita cobra impostos ching lings espalhados pais alem falsificados n emitem nota sequer milhares todos recantos pais zombando cara brasil instituicao responsavel tal,brazil ,112,Negativo,0,0,RO
2377,cruzeiro virou covil ladroes ali haver operacao pente fino pf juntamente auditorias pesadissimas receita federal garanto 99% censelho vai ter alguma treta explicar,brazil ,267,Negativo,0,0,RO
595,receita cobra impostos ching lings espalhados pais alem falsificados n emitem nota sequer milhares todos recantos pais zombando cara brasil instituicao responsavel tal,brazil ,113,Negativo,0,0,RO
1751,#cpf atendimento cpf cartorios registro civil realidade todo brasil saiba mais #rfb #cpf #cartorios #atendimento #receitafederal,brumado ba.,2415,Positivo,1,1,RO
1661,#balanco | guedes primeiro combate camadas + vulneraveis populacao ficou disposicao impedir exportacao produtos precisavamos usar ventiladores pulmonares reduzir tarifas 500 produtos medicos hospitalares,brumado ba.,2415,Positivo,1,1,RO
1351,another excellent result from will continue to support to combat transnational organized crime particularly with respect to the illicit trafficking of narcotics @,"brussels,belgium",2276,Positivo,1,1,Não Informado
872,melhor ter apagado pub deixado conta trancada quis lacre recebeu tiros,byf!,95,Neutro,2,2,RO
873,sasa perdi tudinho veja,byf!,95,Neutro,2,2,RO
336,fdp ve nao ne usar beneficio proprio crime nao,"cachoeiras de macacu,brasil",1220,Neutro,2,2,Não Informado
2467,wyllo marques ferreira junior novo delegado receita federal natal/rn,"caico,rio grande do norte",11113,Neutro,2,1,RN
1409,bitcoins x capital social dois lados moeda acaba autorizar integralizacao capital social criptomoedas consideradas ativo financeiro volatilidade pontos atencao leia #bitcoin,caieiras,33,Positivo,1,1,RO
2184,pode comecar ganhar trocadinho q receita federal comeca perseguir,"california,usa",1534,Negativo,0,0,Não Informado
670,absurdo quanto roubam pensionista ainda fazem tudo pagar restituicao vergonha,"california,usa",289,Negativo,0,0,Não Informado
2336,reforma mikhail mishustin economista tecnocrata hoje primeiro ministro russia passou 10 anos diretor receita federal russa aumentou arrecadacao 64% enquanto consumo aumentou 21% dificultando sonegacao +,"camacari,brasil",223,Neutro,2,2,Não Informado
1312,2021 conseguirao forcas entrar tesourarias igrejas melhor chamar lavanderias igrejas,"camaqua,brasil",175,Positivo,1,1,Não Informado
1311,2021 conseguirao forcas entrar tesourarias igrejas melhor chamar lavanderias igrejas,"camaqua,brasil",177,Positivo,1,1,Não Informado
1348,in with the historic seizure of 3 ton of cocaine in theof santos the drug was concealed in aluminum coils destined count on s continued support,cameroon,97,Positivo,1,1,RO
2855,querem povo morra qualquer hj dia possua cpf outros,cameroon,2276,Neutro,2,2,RO
2666,hj obrigada comparecer resolver consegui assunto poderia ser resolvido internet tempos pandemia parece melhores receitas mundo pisa obvio ligar ouvidoria,cameroon,2276,Negativo,0,0,RO
109,well done,cameroon,97,Neutro,2,2,RO
1962,valor total mercadorias apreendidas chegou 32 milhoes saiba mais #receitafederla #aduana #apreensao,campina grande,9,Positivo,1,1,RO
1395,3o grupamento logistico presta apoio transporte materiais doados doacoes itens medicoshospitalares equipamentos eletronicos informatica #maoamiga #juntossomosmaisfortes,campinas,176,Positivo,1,1,RO
1427,forcas armadas apreendem 2 milhoes macos cigarros sergipe material apreendido militares contabilizado periciado alem ter sido classificado contrabando confira materia completa defesa,campinas,176,Positivo,1,1,RO
2468,estadao aponta q abin produziu dois relatorios q detalha funcionamento suposta organizacao criminosa receita federal que segundo defesa flavio feito devassa dados fiscais senador continua,campinas sp,7380,Negativo,0,0,RO
2510,falta estadao aponta abin produziu dois relatorios detalha funcionamento suposta organizacao criminosa receita federal que segundo defesa flavio feito devassa dados fiscais senador,campinas sp,7380,Negativo,0,0,RO
698,fiz solicitacao agendamento unidade campinas/sp momento obtive retorno preciso declaracao urgente dar andamento negociacao outra forma conta rapido,"campinas,brasil",34,Neutro,2,2,SP
1422,forcas armadas apreendem 2 milhoes macos cigarros sergipe material apreendido militares contabilizado periciado alem ter sido classificado contrabando confira materia completa defesa,"campinas,brasil",1239,Positivo,1,1,SP
1447,forcas armadas apreendem 2 milhoes macos cigarros sergipe material apreendido militares contabilizado periciado alem ter sido classificado contrabando confira materia completa defesa,"campinas,brasil",1238,Positivo,1,1,SP
2411,proposta analise camara deputados permite usar creditos valores pagos pagamento impostos compensar debitos relativos multas tributos contribuicoes administrados receita federal leia mais,"campinas,brasil",26166,Neutro,2,2,SP
1170,sentido acuado enquanto pago boletos absurdos literalmente paga bando filha puta arrombado desse servico publico inutil continuar roubando fizesse algum sentido pagar isso situacao covi pais outra comecar,"campo bom,rio grande do sul",303,Negativo,0,0,RS
1169,sentido acuado enquanto pago boletos absurdos literalmente paga bando filha puta arrombado desse servico publico inutil continuar roubando fizesse algum sentido pagar isso situacao covi pais outra comecar,"campo bom,rio grande do sul",300,Negativo,0,0,RS
1503,sabia pendencias relativas cpf podem ser regularizadas graca canais virtuais caso opte rede conveniada banco brasil caixa economica federal correios cartorios custo apenas 7,"campo grande,ms",59,Positivo,1,1,MS
2518,preciso ajuda redesim conseguindo gerar dbe aba fica lado esquerdo tela aparece tentei 4 diferentes maquinas 3 navegadores todos atualizados tres provedores internet diferentes favor ajudem,"campo grande,ms",240,Negativo,0,0,MS
2476,espero de certo ti aqui tbm tava muita coisa atolada foda 0 suporte resposta receita,"campo grande,ms",239,Negativo,0,0,MS
1910,correcao gratuita internet custo 7 reais caso contribuinte opte utilizar rede conveniada banco brasil caixa economica correios cartorios saiba mais #receitafederal #cpf #atendimento,"campo grande,ms",59,Positivo,1,1,MS
230,30 anos q milicianos,"campo grande,ms",15481,Negativo,0,0,MS
2643,bom dia comecou ano c cpf suspenso descobriu deve grana receita federal boraaaaa,"campos dos goytacazes,brasil",74,Neutro,2,2,Não Informado
2354,neymar ajudasse tinha pagado dividas receita federal parar cobrar nada pode oferecer,canada,2086,Negativo,0,0,RO
44,ah,"canoas,brasil",203,Neutro,2,2,Não Informado
43,ah,"canoas,brasil",205,Neutro,2,2,Não Informado
