Tweet,User - Location,User - Followers,Classificacao,Sentimento
"@ReceitaFederal é um absurdo o quanto vocês roubam de uma pensionista e ainda fazem de TUDO pra não pagar a restituição, VERGONHA!!!!","California, USA",289,Negativo,0
@ReceitaFederal é um puxadinho do @jairbolsonaro ??? @STF_oficial @camaradeputados @SenadoFederal https://t.co/YZLrF7kYBS,Brasil,72,Negativo,0
@ReceitaFederal é um puxadinho do @jairbolsonaro ??? @STF_oficial @camaradeputados @SenadoFederal https://t.co/YZLrF7kYBS,Brasil,72,Negativo,0
@ReceitaFederal é um puxadinho do @jairbolsonaro ??? @STF_oficial @camaradeputados @SenadoFederal https://t.co/YZLrF7kYBS,Brasil,72,Negativo,0
@ReceitaFederal é um puxadinho do @jairbolsonaro ??? @STF_oficial @camaradeputados @SenadoFederal https://t.co/YZLrF7kYBS,Brasil,72,Negativo,0
@ReceitaFederal é um puxadinho do @jairbolsonaro ??? @STF_oficial @camaradeputados @SenadoFederal https://t.co/YZLrF7kYBS,Brasil,72,Negativo,0
@ReceitaFederal é um puxadinho do @jairbolsonaro ??? @STF_oficial @camaradeputados @SenadoFederal https://t.co/YZLrF7kYBS,Brasil,72,Negativo,0
@ReceitaFederal Essa deve ser a nova vacina 🤔?,,0,Neutro,2
@ReceitaFederal Esse sistema é difícil e abusivo. Só uns poucos conseguem acessar,,210,Negativo,0
@ReceitaFederal Esse sistema é difícil e abusivo. Só uns poucos conseguem acessar,,210,Negativo,0
@ReceitaFederal Esse sistema é difícil e abusivo. Só uns poucos conseguem acessar,,210,Negativo,0
@ReceitaFederal estou a mais 100 horas esperando a criação de um NIRF. É um absurdo,,8,Negativo,0
@ReceitaFederal estou a mais 100 horas esperando a criação de um NIRF. É um absurdo,,8,Negativo,0
@ReceitaFederal estou a mais 100 horas esperando a criação de um NIRF. É um absurdo,,8,Negativo,0
@ReceitaFederal estou com problemas no meu cpf para fazer compras online. O que eu faço?,"São Paulo, Brasil",57,Neutro,2
@ReceitaFederal estou com problemas no meu cpf para fazer compras online. O que eu faço?,"São Paulo, Brasil",57,Neutro,2
"@ReceitaFederal Estou em busca de atendimento, via site e presencial para resolver uma pendência, mas está difícil, não consigo nenhum tipo de atendimento, pq? Qual problema?
Ser brasileira?
Aguardo retorno e ajuda!",,668,Negativo,0
"@ReceitaFederal Estou em busca de atendimento, via site e presencial para resolver uma pendência, mas está difícil, não consigo nenhum tipo de atendimento, pq? Qual problema?
Ser brasileira?
Aguardo retorno e ajuda!",,667,Negativo,0
"@ReceitaFederal Estou em busca de atendimento, via site e presencial para resolver uma pendência, mas está difícil, não consigo nenhum tipo de atendimento, pq? Qual problema?
Ser brasileira?
Aguardo retorno e ajuda!",,667,Negativo,0
"@ReceitaFederal eu te paguei, agora me dá meu BE🚶🏻‍♀️
Aguardando ansiosamente pelo meu álbum
Finalmente meu Deus
Os humilhados serão exaltados
@BTS_twt vocês me fazem toda vez fazer uma dívida ENORME
Manda Big Hit criar novas formas de envio pq eu não aguento mais gastar",Casa do Hobi,949,Negativo,0
"@ReceitaFederal eu te paguei, agora me dá meu BE🚶🏻‍♀️
Aguardando ansiosamente pelo meu álbum
Finalmente meu Deus
Os humilhados serão exaltados
@BTS_twt vocês me fazem toda vez fazer uma dívida ENORME
Manda Big Hit criar novas formas de envio pq eu não aguento mais gastar",Casa do Hobi,949,Negativo,0
"@ReceitaFederal eu, cidadão de bem. Pai de família. Pagador de impostos. Peão da indústria. Eleitor. Gostaria de saber: por qual motivo que o @STF_oficial não pode ser auditado, e qual artigo se enquadra esse fato? 
Espero ter resposta. 
#EuNaoVoteiNoSTF",,23,Negativo,0
"@ReceitaFederal eu, cidadão de bem. Pai de família. Pagador de impostos. Peão da indústria. Eleitor. Gostaria de saber: por qual motivo que o @STF_oficial não pode ser auditado, e qual artigo se enquadra esse fato? 
Espero ter resposta. 
#EuNaoVoteiNoSTF",,23,Negativo,0
"@ReceitaFederal eu, cidadão de bem. Pai de família. Pagador de impostos. Peão da indústria. Eleitor. Gostaria de saber: por qual motivo que o @STF_oficial não pode ser auditado, e qual artigo se enquadra esse fato? 
Espero ter resposta. 
#EuNaoVoteiNoSTF",,24,Negativo,0
"@ReceitaFederal Fiz uma compra na @americanascom  e enviaram a nota fiscal com valor menor já pedi várias vezes para que fosse refeita, sem resposta, como faço uma denuncia formal? https://t.co/JuAF2P4Pjr","Ijuí, Brasil",40,Neutro,2
"@ReceitaFederal Fiz uma compra na @americanascom  e enviaram a nota fiscal com valor menor já pedi várias vezes para que fosse refeita, sem resposta, como faço uma denuncia formal? https://t.co/JuAF2P4Pjr","Ijuí, Brasil",40,Neutro,2
"@ReceitaFederal Fiz uma compra na @americanascom  e enviaram a nota fiscal com valor menor já pedi várias vezes para que fosse refeita, sem resposta, como faço uma denuncia formal? https://t.co/JuAF2P4Pjr","Ijuí, Brasil",41,Neutro,2
"@ReceitaFederal Fiz uma compra na @americanascom  e enviaram a nota fiscal com valor menor já pedi várias vezes para que fosse refeita, sem resposta, como faço uma denuncia formal? https://t.co/JuAF2P4Pjr","Ijuí, Brasil",41,Neutro,2
@ReceitaFederal Fiz uma solicitação de agendamento para a unidade de Campinas/SP e até o momento não obtive retorno. Preciso de uma declaração urgente para dar andamento em uma negociação. Qual outra forma de conta mais rápido?,"Campinas, Brasil",34,Neutro,2
@ReceitaFederal Fiz uma solicitação de agendamento para a unidade de Campinas/SP e até o momento não obtive retorno. Preciso de uma declaração urgente para dar andamento em uma negociação. Qual outra forma de conta mais rápido?,"Campinas, Brasil",34,Neutro,2
@ReceitaFederal Fiz uma solicitação de agendamento para a unidade de Campinas/SP e até o momento não obtive retorno. Preciso de uma declaração urgente para dar andamento em uma negociação. Qual outra forma de conta mais rápido?,"Campinas, Brasil",34,Neutro,2
"@ReceitaFederal Fronteira Blindada! 💪

Receita Federal atuando com impacto na segurança pública. Repressão aos crimes transfronteiriços. #AduanaDoBrasil #Aduana #repressao",Estados Unidos,549,Positivo,1
"@ReceitaFederal Fronteira Blindada! 💪

Receita Federal atuando com impacto na segurança pública. Repressão aos crimes transfronteiriços. #AduanaDoBrasil #Aduana #repressao",Estados Unidos,549,Positivo,1
"@ReceitaFederal Fronteira Blindada! 💪

Receita Federal atuando com impacto na segurança pública. Repressão aos crimes transfronteiriços. #AduanaDoBrasil #Aduana #repressao",Estados Unidos,550,Positivo,1
"@ReceitaFederal Fronteira Blindada! 💪

Receita Federal atuando com impacto na segurança pública. Repressão aos crimes transfronteiriços. #AduanaDoBrasil #Aduana #repressao",Estados Unidos,550,Positivo,1
@ReceitaFederal https://t.co/Q64WClu2Z4,"Recife, Pernambuco",188,Neutro,2
@ReceitaFederal https://t.co/Q64WClu2Z4,"Recife, Pernambuco",188,Neutro,2
@ReceitaFederal https://t.co/Q64WClu2Z4,"Recife, Pernambuco",188,Neutro,2
@ReceitaFederal https://t.co/Q64WClu2Z4,"Recife, Pernambuco",188,Neutro,2
@ReceitaFederal JA COMECA A INVESTIGAR A CREFISA,"São Paulo, Brasil",54,Negativo,0
@ReceitaFederal Liberem minha encomenda 😩😩😩😩,Copacabana Beach,1455,Negativo,0
"@ReceitaFederal Mas não conseguiram detectar roubo dos políticos ladrões, principalmente do LULA, seus filhos e dos altas autoridades do Judiciário. Já, nós os mortais experimenta mandar uma declaração faltando R$ 0,01. O sistema é bruto.",,277,Negativo,0
"@ReceitaFederal Mas não conseguiram detectar roubo dos políticos ladrões, principalmente do LULA, seus filhos e dos altas autoridades do Judiciário. Já, nós os mortais experimenta mandar uma declaração faltando R$ 0,01. O sistema é bruto.",,277,Negativo,0
"@ReceitaFederal melhorem isso que vocês chamam de site, pois ele é HORRÍVEL! Não tem UM TELEFONE pra tirar dúvidas, e o que tem é um 0800 que não funciona? Tá de sacanagem!!!!!

Vocês imploram para os brasileiros sonegar imposto, não é possível!!! QUE ÓDIO 🤦🏿‍♀️🤦🏿‍♀️🤦🏿‍♀️",SP | ela/dela,124,Negativo,0
"@ReceitaFederal melhorem isso que vocês chamam de site, pois ele é HORRÍVEL! Não tem UM TELEFONE pra tirar dúvidas, e o que tem é um 0800 que não funciona? Tá de sacanagem!!!!!

Vocês imploram para os brasileiros sonegar imposto, não é possível!!! QUE ÓDIO 🤦🏿‍♀️🤦🏿‍♀️🤦🏿‍♀️",SP | ela/dela,124,Negativo,0
"@ReceitaFederal melhorem isso que vocês chamam de site, pois ele é HORRÍVEL! Não tem UM TELEFONE pra tirar dúvidas, e o que tem é um 0800 que não funciona? Tá de sacanagem!!!!!

Vocês imploram para os brasileiros sonegar imposto, não é possível!!! QUE ÓDIO 🤦🏿‍♀️🤦🏿‍♀️🤦🏿‍♀️",SP | ela/dela,124,Negativo,0
@receitafederal muita burocracia!!! A segunda via da declaração do imposto de renda do ano de 2018 é impossível!,"Santos, Brasil",7,Negativo,0
@receitafederal muita burocracia!!! A segunda via da declaração do imposto de renda do ano de 2018 é impossível!,"Santos, Brasil",7,Negativo,0
"@ReceitaFederal Não atende no telefone, agência fechada, chat não funciona, fuça difícil resolver as coisas",,7,Negativo,0
"@ReceitaFederal Não consigo usar o sistema SAL para gerar contribuição individual para 01/2021, alguma previsão para resolver o problema? - diz que o valor do salário não é reconhecido.",,281,Negativo,0
"@ReceitaFederal Não consigo usar o sistema SAL para gerar contribuição individual para 01/2021, alguma previsão para resolver o problema? - diz que o valor do salário não é reconhecido.",,281,Negativo,0
"@ReceitaFederal Não consigo usar o sistema SAL para gerar contribuição individual para 01/2021, alguma previsão para resolver o problema? - diz que o valor do salário não é reconhecido.",,281,Negativo,0
@ReceitaFederal não taxem minhas miçanga pfvvv 😭😭😭😭😭,fundo do poço,461,Negativo,0
@ReceitaFederal não taxem minhas miçanga pfvvv 😭😭😭😭😭,fundo do poço,461,Negativo,0
@ReceitaFederal não taxem minhas miçanga pfvvv 😭😭😭😭😭,fundo do poço,461,Negativo,0
@ReceitaFederal O SAL sistema para cálculo da parcela do INSS em atraso está fora do ar. Procede? Como devo efetuar o pagamento?,"Belo Horizonte, Brasil",891,Negativo,0
@ReceitaFederal O SAL sistema para cálculo da parcela do INSS em atraso está fora do ar. Procede? Como devo efetuar o pagamento?,"Belo Horizonte, Brasil",891,Negativo,0
@ReceitaFederal O SAL sistema para cálculo da parcela do INSS em atraso está fora do ar. Procede? Como devo efetuar o pagamento?,"Belo Horizonte, Brasil",889,Negativo,0
@ReceitaFederal obrigado por dizer que uma panela q to ganhando de presente de 17 euros custa 60 e me enfiar 500 conto de taxa,"Soledade, Brasil",900,Negativo,0
@ReceitaFederal obrigado por dizer que uma panela q to ganhando de presente de 17 euros custa 60 e me enfiar 500 conto de taxa,"Soledade, Brasil",900,Negativo,0
@ReceitaFederal oi Receita. Gostaria de tirar uma dúvida com vocês. Um bebê está em risco de morte pela falta de um medicamento que já foi comprado e só espera a autorização do Radar pra ser enviado pro Brasil. Mas vocês até hoje não deram essa autorização. Como faz?,Ouro Preto - MG,530,Negativo,0
@ReceitaFederal oi Receita. Gostaria de tirar uma dúvida com vocês. Um bebê está em risco de morte pela falta de um medicamento que já foi comprado e só espera a autorização do Radar pra ser enviado pro Brasil. Mas vocês até hoje não deram essa autorização. Como faz?,Ouro Preto - MG,530,Negativo,0
@ReceitaFederal oi Receita. Gostaria de tirar uma dúvida com vocês. Um bebê está em risco de morte pela falta de um medicamento que já foi comprado e só espera a autorização do Radar pra ser enviado pro Brasil. Mas vocês até hoje não deram essa autorização. Como faz?,Ouro Preto - MG,528,Negativo,0
"@ReceitaFederal os Sr.(a) podem auditar as contas dos Min. Do @STF_oficial, juntamente com o @TCUoficial?",,940,Neutro,2
"@ReceitaFederal os Sr.(a) podem auditar as contas dos Min. Do @STF_oficial, juntamente com o @TCUoficial?",,945,Neutro,2
"@ReceitaFederal pagamento em duplicidade de darf. Tem como extornar? Ou devolver na irpf?  Pq tirei o darf com cod de barras.   
Dai paguei com ele e o comprovante nao mostrou os dados dai paguei de novo colocando os dados manualmente.... Tem como extornar?",,8,Negativo,0
"@ReceitaFederal pagamento em duplicidade de darf. Tem como extornar? Ou devolver na irpf?  Pq tirei o darf com cod de barras.   
Dai paguei com ele e o comprovante nao mostrou os dados dai paguei de novo colocando os dados manualmente.... Tem como extornar?",,8,Negativo,0
"@ReceitaFederal pagamento em duplicidade de darf. Tem como extornar? Ou devolver na irpf?  Pq tirei o darf com cod de barras.   
Dai paguei com ele e o comprovante nao mostrou os dados dai paguei de novo colocando os dados manualmente.... Tem como extornar?",,8,Negativo,0
@ReceitaFederal Parabéns,,4,Positivo,1
@ReceitaFederal Parabéns,,7,Positivo,1
@ReceitaFederal Parabéns,,7,Positivo,1
@ReceitaFederal Parabéns,,7,Positivo,1
@ReceitaFederal Parabéns,,7,Positivo,1
@ReceitaFederal Parabéns,,7,Positivo,1
@ReceitaFederal Parabéns,,6,Positivo,1
@ReceitaFederal Parabéns,,6,Positivo,1
@ReceitaFederal Parabéns,,6,Positivo,1
@ReceitaFederal Parabéns,,6,Positivo,1
@ReceitaFederal Parabéns aos integrantes da RF em Viracopos vocês fizeram seu melhor num momento em que agilidade faz uma enorme diferença na vida de milhões de brasileiros...,,14,Positivo,1
@ReceitaFederal Parabéns aos integrantes da RF em Viracopos vocês fizeram seu melhor num momento em que agilidade faz uma enorme diferença na vida de milhões de brasileiros...,,14,Positivo,1
@ReceitaFederal Parabéns aos integrantes da RF em Viracopos vocês fizeram seu melhor num momento em que agilidade faz uma enorme diferença na vida de milhões de brasileiros...,,15,Positivo,1
@ReceitaFederal Parabéns aos integrantes da RF em Viracopos vocês fizeram seu melhor num momento em que agilidade faz uma enorme diferença na vida de milhões de brasileiros...,,15,Positivo,1
@ReceitaFederal Parabéns aos integrantes da RF em Viracopos vocês fizeram seu melhor num momento em que agilidade faz uma enorme diferença na vida de milhões de brasileiros...,,15,Positivo,1
"@ReceitaFederal pelo amor de Deus, arrumem o sistema de passaporte de vocês! Estou a uma semana tentando renovar!","São Paulo, Brasil",43,Negativo,0
"@ReceitaFederal pelo amor de Deus, arrumem o sistema de passaporte de vocês! Estou a uma semana tentando renovar!","São Paulo, Brasil",43,Negativo,0
"@ReceitaFederal podem parar o Doria na alfandega, esta com excesso de compra e etc.",,238,Neutro,2
"@ReceitaFederal podem parar o Doria na alfandega, esta com excesso de compra e etc.",,238,Neutro,2
@ReceitaFederal por favor faça teu trabalho.... https://t.co/pM12fk05Bs,só os loco sabi,720,Negativo,0
@ReceitaFederal por favor faça teu trabalho.... https://t.co/pM12fk05Bs,só os loco sabi,720,Negativo,0
@ReceitaFederal por favor faça teu trabalho.... https://t.co/pM12fk05Bs,so os loco sabi,726,Negativo,0
@ReceitaFederal por favor faça teu trabalho.... https://t.co/pM12fk05Bs,so os loco sabi,726,Negativo,0
"@ReceitaFederal Pra autuar são uns Leão, agora para atender os contribuintes são uns gatinhos.",,170,Negativo,0
"@ReceitaFederal Pra autuar são uns Leão, agora para atender os contribuintes são uns gatinhos.",,170,Negativo,0
"@ReceitaFederal Pra autuar são uns Leão, agora para atender os contribuintes são uns gatinhos.",,170,Negativo,0
@ReceitaFederal preciso de uma super ajuda,"Belo Horizonte , Minas Gerais",292,Neutro,2
"@ReceitaFederal Q bom q tem #facilidade em alguns aspectos. Nos últimos 2 meses tenho tido apenas #dificuldade com a Receita Federal aguardando à liberação de um presente pra minha mãe doente. Encomenda presa nos correios 

CH110017595US 

Documento Vinculado

36755974749

@CorreiosBR",,63,Negativo,0
"@ReceitaFederal Q bom q tem #facilidade em alguns aspectos. Nos últimos 2 meses tenho tido apenas #dificuldade com a Receita Federal aguardando à liberação de um presente pra minha mãe doente. Encomenda presa nos correios 

CH110017595US 

Documento Vinculado

36755974749

@CorreiosBR",,63,Negativo,0
@ReceitaFederal quando será disponibilizado o programa carne leão 2021?,,1,Negativo,0
@ReceitaFederal quando será disponibilizado o programa carne leão 2021?,,1,Negativo,0
"@ReceitaFederal Que atendimento ruim, que triste!
Ja fui no atendimento presencial, fiz todo procedimento e chega no virtual, é um serviço completamente ruim, trava, n reconhece código de acesso, vocês estão me prejudicando com esse mal atendimento!",,667,Negativo,0
"@ReceitaFederal Que atendimento ruim, que triste!
Ja fui no atendimento presencial, fiz todo procedimento e chega no virtual, é um serviço completamente ruim, trava, n reconhece código de acesso, vocês estão me prejudicando com esse mal atendimento!",,667,Negativo,0
"@ReceitaFederal Que atendimento ruim, que triste!
Ja fui no atendimento presencial, fiz todo procedimento e chega no virtual, é um serviço completamente ruim, trava, n reconhece código de acesso, vocês estão me prejudicando com esse mal atendimento!",,666,Negativo,0
"@ReceitaFederal Que atendimento ruim, que triste!
Ja fui no atendimento presencial, fiz todo procedimento e chega no virtual, é um serviço completamente ruim, trava, n reconhece código de acesso, vocês estão me prejudicando com esse mal atendimento!",,666,Negativo,0
"@ReceitaFederal Que atendimento ruim, que triste!
Ja fui no atendimento presencial, fiz todo procedimento e chega no virtual, é um serviço completamente ruim, trava, n reconhece código de acesso, vocês estão me prejudicando com esse mal atendimento!",,666,Negativo,0
"@ReceitaFederal Que atendimento ruim, que triste!
Ja fui no atendimento presencial, fiz todo procedimento e chega no virtual, é um serviço completamente ruim, trava, n reconhece código de acesso, vocês estão me prejudicando com esse mal atendimento!",,666,Negativo,0
"@ReceitaFederal que demora é essa pra fiscalizar uma importação???? Já tem 10 dias que tá em fiscalização, ninguém merece esse serviço arrastado",she/her,273,Negativo,0
"@ReceitaFederal que dificuldade o site da receita SAL, para.calculo de INSS atraso. Fazendo força para regularizar um INSS. 

@planalto 
@portalbrasil","Belo Horizonte, Brasil",891,Negativo,0
"@ReceitaFederal que dificuldade o site da receita SAL, para.calculo de INSS atraso. Fazendo força para regularizar um INSS. 

@planalto 
@portalbrasil","Belo Horizonte, Brasil",889,Negativo,0
@ReceitaFederal quero meus 3 centavos de volta,,418,Neutro,2
@ReceitaFederal quero meus 3 centavos de volta,,423,Neutro,2
"@ReceitaFederal Recebi um presente de um colega de trabalho da Alemanha (camisa de futebol) e me taxaram em 420 reais, ele enviou via Fedex, tem como eu pedir revisão disso? Achei bem absurdo me taxarem por uma camisa de futebol, sendo que foi um presente de Natal. Obg!","Jundiaí, São Paulo",153,Negativo,0
"@ReceitaFederal Recebi um presente de um colega de trabalho da Alemanha (camisa de futebol) e me taxaram em 420 reais, ele enviou via Fedex, tem como eu pedir revisão disso? Achei bem absurdo me taxarem por uma camisa de futebol, sendo que foi um presente de Natal. Obg!","Jundiaí, São Paulo",153,Negativo,0
"@ReceitaFederal Recebi uma notificação, regularizei no site há mais de 3 meses e até hoje o status da minha declaração continua o mesmo",São Gonçalo - RJ,178,Negativo,0
"@ReceitaFederal Recebi uma notificação, regularizei no site há mais de 3 meses e até hoje o status da minha declaração continua o mesmo",São Gonçalo - RJ,178,Negativo,0
"@ReceitaFederal Receita Federal estou tão cansada de pagar tanto imposto. Imposto sobre imposto, imposto elevado ao imposto, imposto elevado a enésima da enésima multiplicado por mil. E sem o menor retorno de nadaaaaa.",SUCUPIRÁ - BRASIL. ,29,Negativo,0
"@ReceitaFederal Receita Federal estou tão cansada de pagar tanto imposto. Imposto sobre imposto, imposto elevado ao imposto, imposto elevado a enésima da enésima multiplicado por mil. E sem o menor retorno de nadaaaaa.",SUCUPIRÁ - BRASIL. ,29,Negativo,0
"@ReceitaFederal Receita Federal, serviço essencial! Parabéns!",Brasil,8,Positivo,1
"@ReceitaFederal Receita Federal, serviço essencial! Parabéns!",Brasil,8,Positivo,1
"@ReceitaFederal Receita Federal, serviço essencial! Parabéns!",Brasil,8,Positivo,1
"@ReceitaFederal Receita Federal, serviço essencial! Parabéns!",Brasil,8,Positivo,1
"@ReceitaFederal Receita Federal, serviço essencial! Parabéns!",Brasil,8,Positivo,1
"@ReceitaFederal sempre chama atenção por seu desleixo, falta de atenção e abusos. Muitas empresas pagam as quantias devidas mas, por conta de sistemas dessincronizados, acabam sem a certidão negativa. Cadeia para os canalhas públicos responsáveis por este lixo! @MPF_PGR https://t.co/NGrmf9GcD3",,15,Negativo,0
"@ReceitaFederal sempre chama atenção por seu desleixo, falta de atenção e abusos. Muitas empresas pagam as quantias devidas mas, por conta de sistemas dessincronizados, acabam sem a certidão negativa. Cadeia para os canalhas públicos responsáveis por este lixo! @MPF_PGR https://t.co/NGrmf9GcD3",,15,Negativo,0
@ReceitaFederal sério isso????????? https://t.co/zq9V75hKZl,Porto Alegre/RS,483,Negativo,0
@ReceitaFederal sério isso????????? https://t.co/zq9V75hKZl,Porto Alegre/RS,483,Negativo,0
@ReceitaFederal sério isso????????? https://t.co/zq9V75hKZl,Porto Alegre/RS,487,Negativo,0
@ReceitaFederal sério isso????????? https://t.co/zq9V75hKZl,Porto Alegre/RS,487,Negativo,0
@ReceitaFederal sério isso????????? https://t.co/zq9V75hKZl,Porto Alegre/RS,487,Negativo,0
"@ReceitaFederal site da receita não deixa agendar e pessoalmente não querem nos atender, o que fazer. Onde posso implorar por atendimento??? https://t.co/tTWMf6q77f",,116,Negativo,0
"@ReceitaFederal site da receita não deixa agendar e pessoalmente não querem nos atender, o que fazer. Onde posso implorar por atendimento??? https://t.co/tTWMf6q77f",,116,Negativo,0
"@ReceitaFederal site da receita não deixa agendar e pessoalmente não querem nos atender, o que fazer. Onde posso implorar por atendimento??? https://t.co/tTWMf6q77f",,113,Negativo,0
@ReceitaFederal TÁ SABENDO DE ALGUMA COISA? https://t.co/9qVa9qTf38,São Paulo,65,Negativo,0
@ReceitaFederal TÁ SABENDO DE ALGUMA COISA? https://t.co/9qVa9qTf38,São Paulo,70,Negativo,0
@ReceitaFederal TÁ SABENDO DE ALGUMA COISA? https://t.co/9qVa9qTf38,São Paulo,70,Negativo,0
@ReceitaFederal TAXA LOGO MINHA PAT MAGRETI 6 E 7 JESUS AMADO PRA EU PAGAR ESSA FACADA E ELAS CHEGAREM ANTES DO ANO NOVO NÃO É POSSÍVEL,,218,Negativo,0
@ReceitaFederal TAXA LOGO MINHA PAT MAGRETI 6 E 7 JESUS AMADO PRA EU PAGAR ESSA FACADA E ELAS CHEGAREM ANTES DO ANO NOVO NÃO É POSSÍVEL,,218,Negativo,0
@ReceitaFederal TAXA LOGO MINHA PAT MAGRETI 6 E 7 JESUS AMADO PRA EU PAGAR ESSA FACADA E ELAS CHEGAREM ANTES DO ANO NOVO NÃO É POSSÍVEL,,220,Negativo,0
"@ReceitaFederal tem algo muito errado na operadora claro, emitem uma fatura me cobrando. R$16,00 de serviços que nunca assinei e agora me dizem que é só pra constar na fatura! Estão enganando eu e a receita?? Investiguem!! @g1 @BandJornalismo @RodrigoMaia",Brazil,115,Negativo,0
"@ReceitaFederal tem algo muito errado na operadora claro, emitem uma fatura me cobrando. R$16,00 de serviços que nunca assinei e agora me dizem que é só pra constar na fatura! Estão enganando eu e a receita?? Investiguem!! @g1 @BandJornalismo @RodrigoMaia",Brazil,115,Negativo,0
@ReceitaFederal tem alguma ai já autorizada pela @anvisa_oficial para podermos tomar?,Goiânia,343,Neutro,2
@ReceitaFederal tem alguma ai já autorizada pela @anvisa_oficial para podermos tomar?,Goiânia,343,Neutro,2
@ReceitaFederal tem alguma ai já autorizada pela @anvisa_oficial para podermos tomar?,Goiânia,342,Neutro,2
@ReceitaFederal Trabalha para arrumar o sistema de vocês que tá um verdadeiro Caos!!!! Obrigado,,170,Negativo,0
@ReceitaFederal Trabalha para arrumar o sistema de vocês que tá um verdadeiro Caos!!!! Obrigado,,170,Negativo,0
@ReceitaFederal Trabalha para arrumar o sistema de vocês que tá um verdadeiro Caos!!!! Obrigado,,170,Negativo,0
"@ReceitaFederal Uau, que relevante, hein? Jura que vocês não tem nada melhor pra fazer do que noticiar isso?",Dublin,415,Negativo,0
@ReceitaFederal Vcs não tem vergonha de anunciar q impediram alguém de dar uns 10 peguinhas com essa miséria?,BRA - USA - EUR,99,Negativo,0
@ReceitaFederal Vergonha! Queimando dinheiro público com ações inúteis.,,2,Negativo,0
@ReceitaFederal Vergonha! Queimando dinheiro público com ações inúteis.,,2,Negativo,0
@ReceitaFederal Vergonha! Queimando dinheiro público com ações inúteis.,,2,Negativo,0
"@ReceitaFederal Vi uma notícia que o programa para IRPF já está disponível, porém estou a dias tentando baixa-lo, mas não consigo. Como faço?",São Vicente - SP,9,Negativo,0
"@ReceitaFederal vocês fazem a mínima noção do transtorno sendo gerado pelo sicalcweb não estar gerando código de barras?
Nessa época de covid-19 vocês obrigam pessoas a se aglomerar em bancos e lotéricas pois são poucos os conveniados...",Brasil 🇧🇷,67,Negativo,0
@ReceitaFederal Vocês são demais!! Parabéns https://t.co/oKS4coQ8qq,,1,Positivo,1
@ReceitaFederal Vocês são demais!! Parabéns https://t.co/oKS4coQ8qq,,1,Positivo,1
@ReceitaFederal Vocês são demais!! Parabéns https://t.co/oKS4coQ8qq,,1,Positivo,1
"@ReceitaFederal, desbloqueia meu cartão, Leão (zinha)...
Preciso de um note pra trabalhar. Eu sou só uma professorinha...
Como eu vou pagar o impostinho assim, Receitinha? ♥️🐯 https://t.co/MGl1w3VFBQ",,785,Negativo,0
"@ReceitaFederal, desbloqueia meu cartão, Leão (zinha)...
Preciso de um note pra trabalhar. Eu sou só uma professorinha...
Como eu vou pagar o impostinho assim, Receitinha? ♥️🐯 https://t.co/MGl1w3VFBQ",,785,Negativo,0
"@ReceitaFederal, desbloqueia meu cartão, Leão (zinha)...
Preciso de um note pra trabalhar. Eu sou só uma professorinha...
Como eu vou pagar o impostinho assim, Receitinha? ♥️🐯 https://t.co/MGl1w3VFBQ",,784,Negativo,0
"@RedPill76159711 @RenovaMidia A @ReceitaFederal é órgão do @MinEconomia 

#aduana brasileira forte! Combate aos crimes transfronteiriços.",Estados Unidos,549,Positivo,1
@Regis_Serpa @MarileneMartini @UOLNoticias @ReceitaFederal @FlavioBolsonaro @GadoDecider O tal @Regis_Serpa  é ou não é... Abestado,,5415,Neutro,2
@Regis_Serpa @MarileneMartini @UOLNoticias @ReceitaFederal @FlavioBolsonaro @GadoDecider O tal @Regis_Serpa  é ou não é... Abestado,,5409,Neutro,2
@Regis_Serpa @UOLNoticias @ReceitaFederal @FlavioBolsonaro Essa é outra coisa o aparelhamento dos órgãos do Estado por Nixon acabou levando a renúncia ( assista o filme Todos Os Homens do Presidente) aqui no Brasil é pior com anuência do Congresso e STF! Por isso Bolsonaro faz o q faz sabe q está blindado!,SP - Brazil,486,Negativo,0
@Regis_Serpa @UOLNoticias @ReceitaFederal @FlavioBolsonaro Essa é outra coisa o aparelhamento dos órgãos do Estado por Nixon acabou levando a renúncia ( assista o filme Todos Os Homens do Presidente) aqui no Brasil é pior com anuência do Congresso e STF! Por isso Bolsonaro faz o q faz sabe q está blindado!,SP - Brazil,490,Negativo,0
@Regis_Serpa @UOLNoticias @ReceitaFederal @FlavioBolsonaro Essa é outra coisa o aparelhamento dos órgãos do Estado por Nixon acabou levando a renúncia ( assista o filme Todos Os Homens do Presidente) aqui no Brasil é pior com anuência do Congresso e STF! Por isso Bolsonaro faz o q faz sabe q está blindado!,SP - Brazil,491,Negativo,0
"@ReisMarcelo4 CARATER é ter o Ratinho e Havan devendo mais de R$ 300 MILHÕES para a @ReceitaFederal por SEREM RICOS e 'não dar nada'

e EU que se NÃO PAGAR O SIMPLES todo MÊS, FECHAREM MINHAS PORTAS E DESSES POBRES COITADOS que tem comércio e precisam sobreviver!",Brasil 𓇼𓆉 ⧖ ᱬ ⍟⃝    🍂🍁,751,Negativo,0
"@RenovaMidia Parabéns #aduana brasileira. @ReceitaFederal 

Aduana brasileira atuando no combate aos crimes transfronteiriços. Tmj",Estados Unidos,549,Positivo,1
@richards_pozzer @MPF_PGR @slpng_giants_pt Acho essencial a @ReceitaFederal verificar a real origem desse montante.,,2665,Positivo,1
